card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language
e22_Items,1,lhob,tg:lhob:331_#1,C 395 / V,8792d88e-0b8e-54da-9a34-4f27e1e50ad4,8792d88e-0b8e-54da-9a34-4f27e1e50ad4,tg:lhob:331_#1,tr:lh:3327,66375,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:249_#1,B 872 / V,5bceb810-ae43-5c6c-a528-45a59d48ce27,5bceb810-ae43-5c6c-a528-45a59d48ce27,tg:lhob:249_#1,tr:lh:4005,76596,V3 B 1 A1,isad:lh:134701,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:74_#1,K 3024,12963f9f-72de-57cc-ba2c-bdd281eb2947,12963f9f-72de-57cc-ba2c-bdd281eb2947,tg:lhob:74_#1,tr:lh:1616,29112 / 3,V3 B 1 A1,isad:lh:134305,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:398_#1,,af0e4434-4e0d-5a00-b7d6-cc560cf298cb,af0e4434-4e0d-5a00-b7d6-cc560cf298cb,tg:lhob:398_#1,,,V3 B 1 A1,isad:lh:134493,Doos 15 / 42,,,
e22_Items,1,lhob,tg:lhob:388_#1,B 368 / V,0d48758a-46c9-596f-8f05-ec00d45d903b,0d48758a-46c9-596f-8f05-ec00d45d903b,tg:lhob:388_#1,tr:lh:2718,53789,V3 B 1 A1,,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:186_#1,S 9685 / V,1aaae078-f36a-5e0e-80f5-2a5966823568,1aaae078-f36a-5e0e-80f5-2a5966823568,tg:lhob:186_#1,tr:lh:1492,29132,V3 B 1 A1,isad:lh:134678,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:282_#1,J 257 / V en J 2547 / V,29d8c758-335c-52a7-b81a-d02958a9810a,29d8c758-335c-52a7-b81a-d02958a9810a,tg:lhob:282_#1,,,V3 B 1 A1,isad:lh:134720,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:292_#1,,bdf33472-7135-5203-b12b-a7d963b7a8d1,bdf33472-7135-5203-b12b-a7d963b7a8d1,tg:lhob:292_#1,,203541,V3 B 1 A1,isad:lh:134513,Doos 12 / 21,,,
e22_Items,1,lhob,tg:lhob:343_#1,,22ef78fa-bd97-5bbf-85b6-0f1f4f85491e,22ef78fa-bd97-5bbf-85b6-0f1f4f85491e,tg:lhob:343_#1,,1684,V3 B 1 A1,isad:lh:134387,Doos 14 / 24,,,
e22_Items,1,lhob,tg:lhob:353_#1,J 2547 / V,6ba0fc35-8584-565a-9850-d75c9ee826f2,6ba0fc35-8584-565a-9850-d75c9ee826f2,tg:lhob:353_#1,,,V3 B 1 A1,isad:lh:134493,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:516_#1,,e117ed27-df1f-5383-9196-647dfcbbd70d,e117ed27-df1f-5383-9196-647dfcbbd70d,tg:lhob:516_#1,tr:lh:140246,,V3 D,,,,,
e22_Items,1,lhob,tg:lhob:506_#1,S 7865 / SC,f2271283-93d4-535e-877b-ca446b3f28a9,f2271283-93d4-535e-877b-ca446b3f28a9,tg:lhob:506_#1,,,,isad:lh:148327,,,,
e22_Items,1,lhob,tg:lhob:670_#1,H 7653 / E,bc68dc75-0525-5ef5-9fb7-bc87d52337cb,bc68dc75-0525-5ef5-9fb7-bc87d52337cb,tg:lhob:670_#1,tr:lh:6284,146037,,,,,,
e22_Items,1,lhob,tg:lhob:708_#1,,cf064bed-a008-5232-a0e8-e1adb15cb8bb,cf064bed-a008-5232-a0e8-e1adb15cb8bb,tg:lhob:708_#1,tr:lh:7376,,V3 D,isad:lh:134288,,,,
e22_Items,1,lhob,tg:lhob:660_#1,Y 855/ E,6616a583-a61f-5ab6-9307-c49649fcb9d9,6616a583-a61f-5ab6-9307-c49649fcb9d9,tg:lhob:660_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:656_#1,Y 855/ E,3d584057-257d-5329-86a0-2c63aebde65a,3d584057-257d-5329-86a0-2c63aebde65a,tg:lhob:656_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:646_#1,Y 855/ E,119bb626-ce52-524c-b1fe-9c66d8f77d17,119bb626-ce52-524c-b1fe-9c66d8f77d17,tg:lhob:646_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:365_#1,A 2875 / V,ae92bbba-2125-5b74-bba1-fb16312889b3,ae92bbba-2125-5b74-bba1-fb16312889b3,tg:lhob:365_#1,tr:lh:5451,107000 / 3,V3 B 1 A1,isad:lh:134421,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:375_#1,,8e97e135-b6f1-5f89-a007-5f649c59f1b3,8e97e135-b6f1-5f89-a007-5f649c59f1b3,tg:lhob:375_#1,,,V3 B 1 A1,isad:lh:134799,Doos 15 / 17,,,
e22_Items,1,lhob,tg:lhob:530_#1,G 395 / E,cf307c43-0796-5c4c-8796-6c632c21ed36,cf307c43-0796-5c4c-8796-6c632c21ed36,tg:lhob:530_#1,tr:lh:6603,163529,,,,,,
e22_Items,1,lhob,tg:lhob:99_#1,A 2875 / V,52ace8a2-be8f-5bed-a769-37d69aba6c88,52ace8a2-be8f-5bed-a769-37d69aba6c88,tg:lhob:99_#1,tr:lh:5451,106999,V3 B 1 A1,isad:lh:134421,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:448_#1,A 357 / E,bc7c655a-1815-58b4-930f-db0bcaf90bdf,bc7c655a-1815-58b4-930f-db0bcaf90bdf,tg:lhob:448_#1,,58252,,,,,,
e22_Items,1,lhob,tg:lhob:89_#1,V 4835,d8a7886f-abc4-5ea5-9175-ed02bba38607,d8a7886f-abc4-5ea5-9175-ed02bba38607,tg:lhob:89_#1,tr:lh:4454,1692,V3 B 1 A1,isad:lh:134387,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:520_#1,L 464 / E,61162265-b4a6-5904-b615-f4fca87bf1a3,61162265-b4a6-5904-b615-f4fca87bf1a3,tg:lhob:520_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:589_#1,S 395 / E,003a9cb2-fa7d-5885-a932-0a0ca18c5a08,003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:599_#1,S 395 / E,0828adcc-f826-5a60-8e82-6e3cf09c2673,0828adcc-f826-5a60-8e82-6e3cf09c2673,tg:lhob:599_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:30_#1,C 34 / E,e3b3d191-72a5-571b-991c-aeff6f329a1e,e3b3d191-72a5-571b-991c-aeff6f329a1e,tg:lhob:30_#1,tr:lh:2412,46716,V2 F,,,,,
e22_Items,1,lhob,tg:lhob:787_#1,,daf08036-ffd7-5165-a175-5f54c6d31cf7,daf08036-ffd7-5165-a175-5f54c6d31cf7,tg:lhob:787_#1,tr:lh:6630,163899,V3 D 1 D,isad:lh:188708,,,,
e22_Items,1,lhob,tg:lhob:42_#1,,88a347c9-d256-5249-b4ee-f500923f989c,88a347c9-d256-5249-b4ee-f500923f989c,tg:lhob:42_#1,,,V2 F,,,,,
e22_Items,1,lhob,tg:lhob:493_#1,C 3596 / V,cf91eac0-5663-5787-96ea-26418e9a595e,cf91eac0-5663-5787-96ea-26418e9a595e,tg:lhob:493_#1,,48514,V3 D,,,,,
e22_Items,1,lhob,tg:lhob:483_#1,V 2563 / V,080cb135-86af-536d-a8a3-129e3b065f1c,080cb135-86af-536d-a8a3-129e3b065f1c,tg:lhob:483_#1,,179677,V3 D,isad:lh:154725,,,,
e22_Items,1,lhob,tg:lhob:552_#1,S 5621 / E,4acbc03c-d063-5d6f-a8f8-d5b626262ba9,4acbc03c-d063-5d6f-a8f8-d5b626262ba9,tg:lhob:552_#1,tr:lh:7740,200995,,,,,,
e22_Items,1,lhob,tg:lhob:542_#1,G 395 / E,6389fd23-7379-5bd6-987c-87044a03d86f,6389fd23-7379-5bd6-987c-87044a03d86f,tg:lhob:542_#1,tr:lh:6603,163545,,,,,,
e22_Items,1,lhob,tg:lhob:307_#1,D 1175 / V,dbf92233-fe29-5c68-a684-c56126de31d7,dbf92233-fe29-5c68-a684-c56126de31d7,tg:lhob:307_#1,tr:lh:2432,50027,V3 B 1 A1,isad:lh:134709,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:317_#1,H 5049 / V,99be967f-2ccf-5929-9179-bc63ded897bf,99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,tr:lh:5981,143091,V3 B 1 A1,isad:lh:134767,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:109_#1,,f1fd6ce5-997d-5d59-bce0-dd810743cce2,f1fd6ce5-997d-5d59-bce0-dd810743cce2,tg:lhob:109_#1,tr:lh:7844,148062,V3 B 1 A1,isad:lh:123315,Doos 2 / 33,,,
e22_Items,1,lhob,tg:lhob:634_#1,K 9045 / E,7ae60da8-90c0-50c6-9d62-c7b32a828362,7ae60da8-90c0-50c6-9d62-c7b32a828362,tg:lhob:634_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:624_#1,K 9045 / E,082cc974-4377-5c42-bcd8-d52044ded053,082cc974-4377-5c42-bcd8-d52044ded053,tg:lhob:624_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:222_#1,M 295 / V,cabff374-34b7-57d1-a26d-0a1c387cfcfd,cabff374-34b7-57d1-a26d-0a1c387cfcfd,tg:lhob:222_#1,tr:lh:7776,201537,V3 B 1 A1,isad:lh:134697,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:669_#1,H 9558 / E,0638a390-f96c-548d-8aea-9a53aabe97c7,0638a390-f96c-548d-8aea-9a53aabe97c7,tg:lhob:669_#1,tr:lh:6990,174819,,isad:lh:191074,,,,
e22_Items,1,lhob,tg:lhob:711_#1,BB 210 / V,690d112c-6d32-5b67-a033-956ee9881562,690d112c-6d32-5b67-a033-956ee9881562,tg:lhob:711_#1,,,V3 D 1 C,isad:lh:148672,,,,
e22_Items,1,lhob,tg:lhob:679_#1,L 319 / E,03e28d9d-9365-5c24-82c7-cd0e9bf57284,03e28d9d-9365-5c24-82c7-cd0e9bf57284,tg:lhob:679_#1,tr:lh:6898,170837,,,,,,
e22_Items,1,lhob,tg:lhob:701_#1,K 376 / V,74a1ffe3-a669-5dfe-a28d-e4048506d2cd,74a1ffe3-a669-5dfe-a28d-e4048506d2cd,tg:lhob:701_#1,tr:lh:7376,,V3 D,isad:lh:134288,,,,
e22_Items,1,lhob,tg:lhob:144_#1,G 395 / V,08efad70-01b5-5f23-8b74-89407a592b93,08efad70-01b5-5f23-8b74-89407a592b93,tg:lhob:144_#1,tr:lh:6607,166269,V3 B 1 A1,isad:lh:123315,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:126_#1,,35c153de-e70f-5854-ae37-cd783da16e50,35c153de-e70f-5854-ae37-cd783da16e50,tg:lhob:126_#1,tr:lh:6603,166267,V3 B 1 A1,isad:lh:123315,Doos 3 / 16,,,
e22_Items,1,lhob,tg:lhob:136_#1,,610bb8c8-4e55-52be-9ea0-4496623fff7e,610bb8c8-4e55-52be-9ea0-4496623fff7e,tg:lhob:136_#1,tr:lh:6799,168392,V3 B 1 A1,isad:lh:134566,Doos 4 / 2,,,
e22_Items,1,lhob,tg:lhob:773_#1,,8e36394f-77d4-5bb2-b4fb-37726965152c,8e36394f-77d4-5bb2-b4fb-37726965152c,tg:lhob:773_#1,tr:lh:5496,108185,,isad:lh:186894,,,,
e22_Items,1,lhob,tg:lhob:763_#1,,05287a0f-c89a-5a52-9876-15e5c521e8fb,05287a0f-c89a-5a52-9876-15e5c521e8fb,tg:lhob:763_#1,tr:lh:4273,82835,V3 D 1 C,,,,,
e22_Items,1,lhob,tg:lhob:415_#1,A 357 / E,330b74c0-2ee0-5d6f-be34-d071c3357935,330b74c0-2ee0-5d6f-be34-d071c3357935,tg:lhob:415_#1,tr:lh:2412,,,,,,,
e22_Items,1,lhob,tg:lhob:405_#1,J 2547 / V,d65812b4-533e-58ae-ac88-9f2951143020,d65812b4-533e-58ae-ac88-9f2951143020,tg:lhob:405_#1,,,V3 B 1 A1,isad:lh:134493,Doos 16,,,
e22_Items,1,lhob,tg:lhob:338_#1,,2f000bc7-68f0-5ebf-ac49-286049fd5c8e,2f000bc7-68f0-5ebf-ac49-286049fd5c8e,tg:lhob:338_#1,,,V3 B 1 A1,isad:lh:134720,Doos 14 / 19,,,
e22_Items,1,lhob,tg:lhob:240_#1,W 803 / v,f57e9bfe-adfe-5ea3-bb3f-2039eba61baa,f57e9bfe-adfe-5ea3-bb3f-2039eba61baa,tg:lhob:240_#1,tr:lh:1620,29145,V3 B 1 A1,isad:lh:134698,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:328_#1,R 2325 / V,6037badd-179d-5b56-8cee-23cefcf26e1d,6037badd-179d-5b56-8cee-23cefcf26e1d,tg:lhob:328_#1,tr:lh:6461,158552,V3 B 1 A1,isad:lh:134780,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:250_#1,V 341 / V,ac53766c-bfbd-5f16-a33b-236a83fad658,ac53766c-bfbd-5f16-a33b-236a83fad658,tg:lhob:250_#1,tr:lh:4005,76609,V3 B 1 A1,isad:lh:134702,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:381_#1,J 2547 / V,6ac16d63-b8a3-5b04-893e-5a0fb251a126,6ac16d63-b8a3-5b04-893e-5a0fb251a126,tg:lhob:381_#1,,,V3 B 1 A1,isad:lh:134493,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:391_#1,J 2547 / V,79c694ba-5cbf-50a6-ad66-cc51159d89a8,79c694ba-5cbf-50a6-ad66-cc51159d89a8,tg:lhob:391_#1,,,V3 B 1 A1,isad:lh:134493,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:92_#1,H 635,c2ab530d-780c-5e31-b899-7127dc4fa015,c2ab530d-780c-5e31-b899-7127dc4fa015,tg:lhob:92_#1,tr:lh:2497,42162,V3 B 1 A1,isad:lh:134273,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:443_#1,A 357 / E,ac59c645-1ea0-5848-86f3-a60eaa262aba,ac59c645-1ea0-5848-86f3-a60eaa262aba,tg:lhob:443_#1,tr:lh:5451,107003/1,,,,,,
e22_Items,1,lhob,tg:lhob:216_#1,L 179 / V,015762af-6842-5222-9a6f-a00311f36bc3,015762af-6842-5222-9a6f-a00311f36bc3,tg:lhob:216_#1,,,V3 B 1 A1,isad:lh:134693,,,,
e22_Items,1,lhob,tg:lhob:170_#1,B 435 / V,ef9906bb-39cc-5234-810f-544791430341,ef9906bb-39cc-5234-810f-544791430341,tg:lhob:170_#1,,169.968,V3 B 1 A1,isad:lh:134663,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:160_#1,C 395 / V,cb689eb9-281e-53b2-9c60-6fca429026dd,cb689eb9-281e-53b2-9c60-6fca429026dd,tg:lhob:160_#1,tr:lh:6928,,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:582_#1,S 395 / E,3ac7caa3-6843-597b-8e1f-58aaf1b7ff0a,3ac7caa3-6843-597b-8e1f-58aaf1b7ff0a,tg:lhob:582_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:592_#1,S 395 / E,0e8a1edd-72cc-5b64-bb9a-4f1b94cc15c8,0e8a1edd-72cc-5b64-bb9a-4f1b94cc15c8,tg:lhob:592_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:498_#1,K 376 / V,e369f284-de37-5a72-b7be-f82e47953b9c,e369f284-de37-5a72-b7be-f82e47953b9c,tg:lhob:498_#1,tr:lh:1615,29109,V3 D,isad:lh:134288,,,,
e22_Items,1,lhob,tg:lhob:488_#1,G 395 / V,657e9c14-656c-55d8-b773-5bef7ae7a263,657e9c14-656c-55d8-b773-5bef7ae7a263,tg:lhob:488_#1,tr:lh:6341,148059,V3 D,isad:lh:123315,,,,
e22_Items,1,lhob,tg:lhob:686_#1,R 985 / E,e4bdd3bf-ae98-5044-8bce-39272e279074,e4bdd3bf-ae98-5044-8bce-39272e279074,tg:lhob:686_#1,tr:lh:2718,53787,,,,,,
e22_Items,1,lhob,tg:lhob:696_#1,,f6f71789-f730-5a11-a7d8-5bf1d2d6a71f,f6f71789-f730-5a11-a7d8-5bf1d2d6a71f,tg:lhob:696_#1,tr:lh:7376,195826/2,V3 D,isad:lh:134288,,,,
e22_Items,1,lhob,tg:lhob:747_#1,,96c8160e-c1ed-5d7f-b452-5ead676ce19b,96c8160e-c1ed-5d7f-b452-5ead676ce19b,tg:lhob:747_#1,tr:lh:140471,,V3 D 1 B,isad:lh:184098,,,,
e22_Items,1,lhob,tg:lhob:757_#1,,a2ff3584-f4d0-5573-9a33-05a5b01ccfed,a2ff3584-f4d0-5573-9a33-05a5b01ccfed,tg:lhob:757_#1,tr:lh:524,10139,V3 D 1 A,isad:lh:188045,,,,
e22_Items,1,lhob,tg:lhob:112_#1,,f0563060-0fbb-54e9-9fbc-5e119555a1ba,f0563060-0fbb-54e9-9fbc-5e119555a1ba,tg:lhob:112_#1,tr:lh:6928,,V3 B 1 A1,isad:lh:109818,Doos 3 / 2,,,
e22_Items,1,lhob,tg:lhob:102_#1,,805a4c4d-211c-5c38-8970-501a91b862fc,805a4c4d-211c-5c38-8970-501a91b862fc,tg:lhob:102_#1,tr:lh:5486,108190,V3 B 1 A1,isad:lh:134422,Doos 2 / 17-18,,,
e22_Items,1,lhob,tg:lhob:274_#1,J 2547 / V,13bda192-63de-568c-b1cf-3176f28975c0,13bda192-63de-568c-b1cf-3176f28975c0,tg:lhob:274_#1,,,V3 B 1 A1,isad:lh:134493,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:264_#1,H 754 / V,b4507eac-97c8-5413-824c-d303c6041abb,b4507eac-97c8-5413-824c-d303c6041abb,tg:lhob:264_#1,tr:lh:1558,28266,V3 B 1 A1,,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:559_#1,S 5621 / E,d9db4c3c-2748-5bfd-b0a6-ce9e08e6593d,d9db4c3c-2748-5bfd-b0a6-ce9e08e6593d,tg:lhob:559_#1,tr:lh:7740,200981,,,,,,
e22_Items,1,lhob,tg:lhob:421_#1,A 357 / E,f9fea5e6-c768-5b45-a9e8-e169b19dbdca,f9fea5e6-c768-5b45-a9e8-e169b19dbdca,tg:lhob:421_#1,,63003/5,,,,,,
e22_Items,1,lhob,tg:lhob:549_#1,S 5621 / E,c0226d9d-6082-54cf-aed2-a89462d9bed5,c0226d9d-6082-54cf-aed2-a89462d9bed5,tg:lhob:549_#1,tr:lh:7740,200995,,,,,,
e22_Items,1,lhob,tg:lhob:431_#1,A 357 / E,c1777f7b-0925-5517-b4c1-7fd274d25d83,c1777f7b-0925-5517-b4c1-7fd274d25d83,tg:lhob:431_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:14_#1,S 292 / V,6c4c37b9-0642-518f-98e1-4e479c52d838,6c4c37b9-0642-518f-98e1-4e479c52d838,tg:lhob:14_#1,tr:lh:9894,,V3 D,isad:lh:102577,,,,
e22_Items,1,lhob,tg:lhob:280_#1,P 245 / V,f8d9fec4-e98a-5955-bb9a-97861f8bdd28,f8d9fec4-e98a-5955-bb9a-97861f8bdd28,tg:lhob:280_#1,tr:lh:3593,70096,V3 B 1 A1,isad:lh:134714,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:662_#1,G 395 / E,5d1528ce-dd7a-5d03-b1ad-ab9d9788772f,5d1528ce-dd7a-5d03-b1ad-ab9d9788772f,tg:lhob:662_#1,tr:lh:6341,148070,,,,,,
e22_Items,1,lhob,tg:lhob:672_#1,J 422 / E,a0851cb0-5e8a-5155-aa3d-939b5419f8c1,a0851cb0-5e8a-5155-aa3d-939b5419f8c1,tg:lhob:672_#1,tr:lh:6444,158198,,,,,,
e22_Items,1,lhob,tg:lhob:514_#1,,475ca4be-59e2-529a-8568-85c646ea12b2,475ca4be-59e2-529a-8568-85c646ea12b2,tg:lhob:514_#1,,,,isad:lh:161151,D 4813 / 187,,,
e22_Items,1,lhob,tg:lhob:229_#1,M 295 / V,590ef479-76ee-5866-9df2-68144f41b085,590ef479-76ee-5866-9df2-68144f41b085,tg:lhob:229_#1,tr:lh:7776,201537,V3 B 1 A1,isad:lh:134697,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:341_#1,,64247c66-52e8-559e-b980-70d4b58807ea,64247c66-52e8-559e-b980-70d4b58807ea,tg:lhob:341_#1,tr:lh:3899,74484,V3 B 1 A1,isad:lh:134801,Doos 14 / 22,,,
e22_Items,1,lhob,tg:lhob:239_#1,L 179 / V,312b3b54-041f-518c-b015-0f05b8e12b65,312b3b54-041f-518c-b015-0f05b8e12b65,tg:lhob:239_#1,,220365,V3 B 1 A1,isad:lh:134693,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:333_#1,A 2875 / V,dd421eaf-816d-5c96-b287-de9e30ba1eeb,dd421eaf-816d-5c96-b287-de9e30ba1eeb,tg:lhob:333_#1,tr:lh:5451,107000,V3 B 1 A1,isad:lh:134421,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:323_#1,C 395 / V,d3c64fba-be4a-549c-90f9-42930efa722b,d3c64fba-be4a-549c-90f9-42930efa722b,tg:lhob:323_#1,tr:lh:3327,66375,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:566_#1,S 5621 / E,74eb7636-6a3b-5270-a017-0139d9dfbb51,74eb7636-6a3b-5270-a017-0139d9dfbb51,tg:lhob:566_#1,tr:lh:7740,200981,,,,,,
e22_Items,1,lhob,tg:lhob:576_#1,S 395 / E,2acccc59-0c89-5565-b1a7-2d4f98e24e84,2acccc59-0c89-5565-b1a7-2d4f98e24e84,tg:lhob:576_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:600_#1,S 395 / E,05233652-a044-573e-9b17-f61fbc7de1fd,05233652-a044-573e-9b17-f61fbc7de1fd,tg:lhob:600_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:778_#1,,2c81aab8-341c-58c5-81c9-79d4b095c248,2c81aab8-341c-58c5-81c9-79d4b095c248,tg:lhob:778_#1,tr:lh:140162,,V3 D 1 C,isad:lh:134693,L 179 /,,,
e22_Items,1,lhob,tg:lhob:610_#1,M 5162 / E,35209b97-fbdf-591a-b241-1b89a8dea88b,35209b97-fbdf-591a-b241-1b89a8dea88b,tg:lhob:610_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:768_#1,,b79b35e9-9885-5574-ae7b-cb75b4f06b75,b79b35e9-9885-5574-ae7b-cb75b4f06b75,tg:lhob:768_#1,tr:lh:5496,108186,,isad:lh:186894,,,,
e22_Items,1,lhob,tg:lhob:194_#1,J 2547 / V,d7edfd1c-b349-5ad4-b042-37e960c01f33,d7edfd1c-b349-5ad4-b042-37e960c01f33,tg:lhob:194_#1,tr:lh:9709,,V3 B 1 A1,isad:lh:134493,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:184_#1,S 7484 / V,c1aef33e-d63d-5bec-8110-6240e85e6389,c1aef33e-d63d-5bec-8110-6240e85e6389,tg:lhob:184_#1,tr:lh:7438,57484,V3 B 1 A1,isad:lh:134605,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:76_#1,A 493 / V,5f708da5-db2c-5160-a298-9cbdb6dc4b46,5f708da5-db2c-5160-a298-9cbdb6dc4b46,tg:lhob:76_#1,tr:lh:6595,166.138,V3 B 1 A1,isad:lh:134335,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:40_#1,,31dfa36d-f2d1-5e71-a794-2fc8c579bfd0,31dfa36d-f2d1-5e71-a794-2fc8c579bfd0,tg:lhob:40_#1,,,,isad:lh:108893,P 3445 / 104,,,
e22_Items,1,lhob,tg:lhob:491_#1,M 762 / V,50ae0b0e-5aef-5966-937f-a2809b5ce320,50ae0b0e-5aef-5966-937f-a2809b5ce320,tg:lhob:491_#1,,,V3 D,isad:lh:134449,,,,
e22_Items,1,lhob,tg:lhob:626_#1,K 9045 / E,4e5e68b4-c94e-5590-934d-4243275ec621,4e5e68b4-c94e-5590-934d-4243275ec621,tg:lhob:626_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:305_#1,D 1175 / V,a8815de7-b0e9-5da1-abd7-3125bf6f33fc,a8815de7-b0e9-5da1-abd7-3125bf6f33fc,tg:lhob:305_#1,tr:lh:2432,50027,V3 B 1 A1,isad:lh:134709,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:540_#1,G 395 / E,be5c260b-454e-595f-b680-cbb859044dc9,be5c260b-454e-595f-b680-cbb859044dc9,tg:lhob:540_#1,tr:lh:6603,163539,,,,,,
e22_Items,1,lhob,tg:lhob:438_#1,A 357 / E,7a2466a0-ee36-5d60-84bf-765a9af2d045,7a2466a0-ee36-5d60-84bf-765a9af2d045,tg:lhob:438_#1,tr:lh:2412,46677,,,,,,
e22_Items,1,lhob,tg:lhob:550_#1,S 5621 / E,954b1819-908e-5360-a6d5-492043b0b1da,954b1819-908e-5360-a6d5-492043b0b1da,tg:lhob:550_#1,tr:lh:7740,200995,,,,,,
e22_Items,1,lhob,tg:lhob:428_#1,A 357 / E,13fcd304-c17f-5b0a-9d55-408f3685b13a,13fcd304-c17f-5b0a-9d55-408f3685b13a,tg:lhob:428_#1,tr:lh:2412,46618,,,,,,
e22_Items,1,lhob,tg:lhob:522_#1,V 4123 / E,d9026c26-1205-5aee-8f6a-babb65f41cba,d9026c26-1205-5aee-8f6a-babb65f41cba,tg:lhob:522_#1,,164094,,,,,,
e22_Items,1,lhob,tg:lhob:532_#1,G 395 / E,5921e5aa-c214-5f6e-88ff-32d7bd3bcc19,5921e5aa-c214-5f6e-88ff-32d7bd3bcc19,tg:lhob:532_#1,tr:lh:6603,163535,,,,,,
e22_Items,1,lhob,tg:lhob:377_#1,W 173 / V,07df0433-4e96-520f-9843-61df341111de,07df0433-4e96-520f-9843-61df341111de,tg:lhob:377_#1,tr:lh:3043,60744,V3 B 1 A1,isad:lh:135487,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:367_#1,,95cd21f5-45f9-57e8-991b-163fd24ee2e6,95cd21f5-45f9-57e8-991b-163fd24ee2e6,tg:lhob:367_#1,,81.139,V3 B 1 A1,isad:lh:134769,Doos 15 / 9,,,
e22_Items,1,lhob,tg:lhob:169_#1,S 654 / V,c9f7028e-b57f-563c-9411-f6771a793f3a,c9f7028e-b57f-563c-9411-f6771a793f3a,tg:lhob:169_#1,tr:lh:5401,105883,V3 B 1 A1,isad:lh:134662,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:179_#1,L 3045 / V,6e9fba6a-2258-5304-b259-44bfc82ef13e,6e9fba6a-2258-5304-b259-44bfc82ef13e,tg:lhob:179_#1,tr:lh:2190,41393,V3 B 1 A1,isad:lh:134666,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:644_#1,Y 855/ E,d42a235e-4121-56ac-afbc-2373d35e11e6,d42a235e-4121-56ac-afbc-2373d35e11e6,tg:lhob:644_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:654_#1,Y 855/ E,e50106ba-6f06-5ef7-8522-bb44cdd05095,e50106ba-6f06-5ef7-8522-bb44cdd05095,tg:lhob:654_#1,tr:lh:4158,80543,,,,,,
